SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.8,20.55,24,1,8,17
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.5,29.55,28,1,7,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.0,32.45,27,2,6,15
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,4.5,5.25,4,2,3,23
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Step Back Jump shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-23.0,13.55,24,2,2,29
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,4.3,30.55,25,2,1,43
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.4,24.55,25,3,8,46
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.4,6.95,1,3,8,4
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,3.2,37.55,32,3,7,12
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,15.3,7.05,15,3,6,30
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.2,4.35,23,3,5,58
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.5,22.85,25,3,5,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-4.9,32.55,27,4,5,15
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.2,6.55,1,4,0,55
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-03-2023,22300005,OKC,GSW,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.9,6.15,3,4,0,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.6,26.75,27,1,10,41
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-18.8,24.25,26,1,8,31
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-4.9,31.45,26,1,6,51
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,3.3,31.95,26,1,5,40
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.7,6.05,1,1,4,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.2,6.45,2,2,7,11
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-4.9,33.65,28,2,5,45
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.1,20.15,19,2,3,24
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,4.7,24.65,19,2,2,57
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.8,26.65,26,3,9,53
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-4.8,5.35,4,3,9,24
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-8.0,30.95,26,3,6,13
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-9.3,24.05,20,3,5,57
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.7,4.75,23,3,4,53
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-9.2,34.75,30,3,4,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.7,29.45,27,3,3,3
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.6,30.05,26,4,5,29
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,4.4,31.45,26,4,4,50
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.8,26.15,25,4,4,37
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-24-2023,22300051,GSW,SAS,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.3,25.25,26,4,2,49
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Putback Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.1,6.35,1,1,11,2
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.8,22.55,25,1,7,42
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-8.2,20.75,17,1,6,57
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,10.3,15.25,14,1,6,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-7.5,29.95,25,1,4,9
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,10.7,30.25,27,2,8,57
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.9,25.55,25,2,5,8
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.5,30.05,24,2,4,47
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.0,14.65,9,2,3,37
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.6,6.35,1,2,2,59
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.0,42.65,37,2,0,29
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Fadeaway Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.7,7.45,22,3,8,35
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.6,26.35,26,3,7,38
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.2,6.55,2,3,5,40
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-18.3,23.55,25,3,0,18
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-1.5,14.75,9,4,10,56
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,4.3,14.45,10,4,8,5
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.4,26.75,27,4,3,40
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-6.6,31.25,26,4,2,18
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-28-2023,22300060,SAC,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,8.9,41.05,36,4,0,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,18.9,25.95,28,1,11,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.3,28.95,26,1,9,5
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.6,30.05,28,1,4,22
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-4.3,8.35,5,1,3,13
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.5,28.95,27,2,7,11
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.8,20.25,19,2,6,42
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Cutting Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,3.2,8.55,4,2,6,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,2.2,34.05,28,2,4,51
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-4.3,8.65,5,2,4,22
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.7,28.85,27,2,3,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Backcourt,Back Court,BC,Back Court Shot,-12.0,52.45,48,2,0,1
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-18.8,23.75,26,3,8,54
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Running Pull-Up Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.1,31.05,29,3,8,40
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Putback Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-3.4,8.85,4,3,8,21
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.3,27.95,25,3,7,36
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Driving Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-3.2,8.85,4,3,1,38
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Floating Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.3,35.25,36,3,0,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-21.0,22.55,27,4,11,0
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-15.0,29.15,28,4,2,18
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-24-2023,22300062,GSW,PHX,Made Shot,True,Step Back Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,22.7,11.35,23,4,0,31
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.6,27.15,26,1,11,2
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,4.3,7.95,5,1,8,57
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.7,28.85,27,1,7,44
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,11.8,29.15,26,1,5,56
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,9.2,19.75,17,1,5,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.3,7.65,2,2,7,44
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.0,30.95,25,2,6,56
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.4,26.25,24,2,4,21
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,21.7,21.65,27,2,2,26
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.3,8.65,3,3,10,55
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.4,29.85,26,3,9,30
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-17.2,25.65,26,3,8,36
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Missed Shot,False,Running Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-5.8,6.85,6,3,8,14
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,5.3,23.25,18,3,6,29
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,5.5,32.15,27,3,5,24
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-3.9,7.95,4,3,4,52
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-11.3,20.95,19,4,11,44
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-11.4,21.05,19,4,4,38
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-27-2023,22300087,SAC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.8,28.85,28,4,0,43
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.5,31.45,26,1,10,43
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.1,28.35,24,1,9,26
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,22.8,15.95,25,1,5,28
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-4.4,30.65,25,2,1,52
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.1,27.15,25,3,9,10
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-23.2,19.25,27,3,7,16
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Step Back Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,5.6,30.85,26,3,6,46
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-9.2,8.25,9,3,6,19
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,22.2,7.85,22,4,6,51
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-19.9,21.35,25,4,5,9
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.0,24.55,27,4,4,31
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Step Back Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.7,25.85,25,4,3,55
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-21.2,19.25,25,4,3,19
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.6,32.35,30,4,2,41
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Driving Finger Roll Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-4.3,10.25,6,4,2,14
2024,2023-24,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,10-29-2023,22300096,HOU,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.0,31.85,28,4,0,58
