SEASON_1,SEASON_2,TEAM_ID,TEAM_NAME,PLAYER_ID,PLAYER_NAME,POSITION_GROUP,POSITION,GAME_DATE,GAME_ID,HOME_TEAM,AWAY_TEAM,EVENT_TYPE,SHOT_MADE,ACTION_TYPE,SHOT_TYPE,BASIC_ZONE,ZONE_NAME,ZONE_ABB,ZONE_RANGE,LOC_X,LOC_Y,SHOT_DISTANCE,QUARTER,MINS_LEFT,SECS_LEFT
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-22-2017,21700263,OKC,GSW,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-0.5,19.05,13,1,3,3
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-22-2017,21700263,OKC,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-16.6,23.15,24,1,4,7
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-22-2017,21700263,OKC,GSW,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.7,5.25,0,1,4,49
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-22-2017,21700263,OKC,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-6.2,20.65,16,1,8,32
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-22-2017,21700263,OKC,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,22.9,13.85,24,1,11,24
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,11.5,18.95,17,4,4,15
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.3,4.25,1,4,4,40
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,20.3,20.15,25,3,2,28
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,3.5,7.75,4,3,2,52
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-2.9,19.45,14,3,3,21
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.1,19.35,24,3,5,40
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Right Corner 3,Right Side,R,24+ ft.,-22.1,6.55,22,3,7,10
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,1.3,24.15,18,3,8,27
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,-6.7,7.75,7,3,9,27
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.9,5.95,2,3,11,45
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,17.9,19.55,22,2,0,43
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Running Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-1.6,5.25,1,2,1,51
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,4.7,29.45,24,2,2,11
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-9.6,19.25,16,2,2,40
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.0,5.35,23,2,3,20
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,20.0,20.45,25,2,4,23
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-20.7,20.25,25,1,0,4
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.1,29.25,24,1,1,51
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-4.0,30.85,25,1,2,34
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,9.6,15.85,14,1,4,53
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Running Finger Roll Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.5,7.35,2,1,5,49
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,3.5,25.85,20,1,6,8
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.0,30.55,28,1,7,17
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-19-2017,21700236,BKN,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-8.3,19.05,16,1,9,35
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.2,27.05,26,4,3,19
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-10.6,31.85,28,3,0,48
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-10.5,20.25,18,3,1,22
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-14.1,29.35,27,3,1,59
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.4,28.45,25,3,4,40
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-7.2,24.55,20,3,7,56
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,14.0,28.15,26,3,9,38
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-8.8,24.65,21,3,11,11
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,9.4,30.95,27,2,0,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.7,17.95,12,2,4,12
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.5,25.95,25,2,5,25
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-0.1,34.85,29,1,0,0
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,1.1,19.65,14,1,0,41
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Layup Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,4.0,11.75,7,1,1,23
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.1,20.05,19,1,1,58
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,16.3,19.75,21,1,3,26
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Pullup Jump shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.3,19.85,19,1,4,13
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,5.5,22.55,18,1,5,48
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.6,29.15,27,1,6,8
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-2.5,6.45,2,1,10,50
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-10.2,25.45,22,1,11,14
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-18-2017,21700231,PHI,GSW,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-12.8,3.55,12,1,9,0
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.7,26.35,24,4,0,4
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-19.3,21.15,25,4,2,21
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.2,20.55,24,4,4,2
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.1,26.95,24,4,4,41
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Made Shot,True,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.4,5.75,0,4,6,38
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.6,26.85,25,3,2,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.9,28.45,26,2,0,52
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Pullup Jump shot,2PT Field Goal,Mid-Range,Right Side Center,RC,16-24 ft.,-10.0,23.25,20,2,3,30
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Driving Floating Bank Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,4.2,12.65,8,2,5,48
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-10.0,32.05,28,1,1,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Driving Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.6,6.85,1,1,2,56
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Floating Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-6.5,18.95,15,1,4,30
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,13.6,27.65,26,1,6,46
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-16-2017,21700215,BOS,GSW,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,7.8,30.95,26,1,8,0
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.8,26.75,25,3,1,17
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,6.7,30.15,25,3,2,13
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.7,25.15,28,3,2,55
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,1.8,31.65,26,3,8,36
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,0.3,22.65,17,3,11,22
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,10.8,20.25,18,2,1,14
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,15.7,18.85,20,2,4,56
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.8,31.25,26,2,5,53
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-19.0,21.45,24,1,0,4
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,10.3,18.15,16,1,3,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,20.5,19.75,25,1,4,36
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-11-2017,21700184,GSW,PHI,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Left Corner 3,Left Side,L,24+ ft.,23.1,3.65,23,1,9,26
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,1.5,7.15,2,3,4,3
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-11.6,28.85,26,3,5,30
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,8-16 ft.,-0.7,20.25,15,3,8,49
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,15.5,24.75,24,3,10,9
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Driving Floating Bank Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-9.6,4.05,9,3,10,51
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-13.0,27.25,25,2,0,3
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Pullup Jump shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,6.7,17.95,14,2,1,20
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,16.3,26.75,26,2,1,39
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Center,C,16-24 ft.,-4.9,26.85,22,2,2,46
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-1.4,31.15,25,2,4,26
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Cutting Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.5,6.05,0,2,4,48
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-12.9,27.25,25,1,0,12
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,0.7,31.15,25,1,3,10
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,12.8,18.65,18,1,3,50
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side Center,LC,16-24 ft.,9.2,22.15,19,1,4,51
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-08-2017,21700163,GSW,MIN,Made Shot,True,Driving Floating Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,-1.6,16.75,11,1,6,22
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Made Shot,True,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,11.6,28.15,25,4,4,7
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Reverse Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.6,7.25,2,4,4,37
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,10.3,27.35,24,3,0,15
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Made Shot,True,Step Back Jump shot,2PT Field Goal,Mid-Range,Left Side,L,8-16 ft.,11.9,9.95,12,3,0,52
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,-0.0,8.65,3,3,2,21
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Right Side Center,RC,24+ ft.,-9.4,29.45,25,3,3,48
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,19.0,21.95,25,3,4,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Made Shot,True,Jump Shot,2PT Field Goal,Mid-Range,Right Side,R,8-16 ft.,-9.8,17.35,15,3,5,34
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.6,7.65,2,3,7,59
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Made Shot,True,Jump Shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,12.8,27.45,25,3,9,55
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Pullup Jump shot,3PT Field Goal,Above the Break 3,Left Side Center,LC,24+ ft.,22.9,17.75,26,2,4,31
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-5.8,29.95,25,2,5,43
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Made Shot,True,Layup Shot,2PT Field Goal,Restricted Area,Center,C,Less Than 8 ft.,0.8,8.65,3,1,0,3
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,-2.6,31.15,26,1,1,3
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Bank Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,8-16 ft.,0.1,15.65,10,1,2,0
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,2PT Field Goal,Mid-Range,Left Side,L,16-24 ft.,19.4,6.55,19,1,4,42
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,2PT Field Goal,In The Paint (Non-RA),Center,C,Less Than 8 ft.,0.7,13.15,7,1,4,52
2018,2017-18,1610612744,Golden State Warriors,201939,Stephen Curry,G,PG,11-06-2017,21700148,GSW,MIA,Missed Shot,False,Jump Shot,3PT Field Goal,Above the Break 3,Center,C,24+ ft.,8.4,33.25,29,1,7,9
